Dataset,Transform,Sample_Index,Sample_ID,Member_Seed,Original_Prediction,Transformed_Prediction,Signed_Prediction_Change,Absolute_Prediction_Change
Test,mirror_x,18,randomness_0.2753,202,0.03817259520292282,0.038088880479335785,-8.371472358703613e-05,8.371472358703613e-05
Test,mirror_x,19,randomness_0.0701,11,0.03653369098901749,0.03654840588569641,1.471489667892456e-05,1.471489667892456e-05
Test,mirror_x,19,randomness_0.0701,42,0.03633759543299675,0.03658752888441086,0.0002499334514141083,0.0002499334514141083
Test,mirror_x,19,randomness_0.0701,73,0.0359785296022892,0.036193158477544785,0.00021462887525558472,0.00021462887525558472
Test,mirror_x,19,randomness_0.0701,101,0.03630947694182396,0.036504995077848434,0.0001955181360244751,0.0001955181360244751
Test,mirror_x,19,randomness_0.0701,202,0.03699552267789841,0.03692985698580742,-6.566569209098816e-05,6.566569209098816e-05
Test,mirror_x,20,randomness_0.2372,11,0.04196849465370178,0.042263343930244446,0.0002948492765426636,0.0002948492765426636
Test,mirror_x,20,randomness_0.2372,42,0.04095936939120293,0.04112342745065689,0.00016405805945396423,0.00016405805945396423
Test,mirror_x,20,randomness_0.2372,73,0.04102877527475357,0.04112624377012253,9.746849536895752e-05,9.746849536895752e-05
Test,mirror_x,20,randomness_0.2372,101,0.04142134636640549,0.041424769908189774,3.423541784286499e-06,3.423541784286499e-06
Test,mirror_x,20,randomness_0.2372,202,0.04195675626397133,0.04181871563196182,-0.00013804063200950623,0.00013804063200950623
Test,mirror_x,21,randomness_0.2803,11,0.03350960835814476,0.03464526683092117,0.001135658472776413,0.001135658472776413
Test,mirror_x,21,randomness_0.2803,42,0.034360915422439575,0.03435361012816429,-7.3052942752838135e-06,7.3052942752838135e-06
Test,mirror_x,21,randomness_0.2803,73,0.03458763659000397,0.03495156019926071,0.0003639236092567444,0.0003639236092567444
Test,mirror_x,21,randomness_0.2803,101,0.033901818096637726,0.03440666198730469,0.0005048438906669617,0.0005048438906669617
Test,mirror_x,21,randomness_0.2803,202,0.03461907058954239,0.03481648862361908,0.00019741803407669067,0.00019741803407669067
Test,mirror_x,22,randomness_0.8228,11,0.004255316220223904,0.00344080594368279,-0.0008145102765411139,0.0008145102765411139
Test,mirror_x,22,randomness_0.8228,42,0.005887684412300587,0.005584402941167355,-0.0003032814711332321,0.0003032814711332321
Test,mirror_x,22,randomness_0.8228,73,0.0059613632038235664,0.005490011535584927,-0.00047135166823863983,0.00047135166823863983
Test,mirror_x,22,randomness_0.8228,101,0.005261317826807499,0.004841501824557781,-0.0004198160022497177,0.0004198160022497177
Test,mirror_x,22,randomness_0.8228,202,0.005350806750357151,0.005168723873794079,-0.0001820828765630722,0.0001820828765630722
Test,mirror_x,23,randomness_0.2182,11,0.034551169723272324,0.03417736664414406,-0.0003738030791282654,0.0003738030791282654
Test,mirror_x,23,randomness_0.2182,42,0.03429653123021126,0.0343003049492836,3.773719072341919e-06,3.773719072341919e-06
Test,mirror_x,23,randomness_0.2182,73,0.03400015830993652,0.03410472720861435,0.00010456889867782593,0.00010456889867782593
Test,mirror_x,23,randomness_0.2182,101,0.03460261598229408,0.03474968299269676,0.00014706701040267944,0.00014706701040267944
Test,mirror_x,23,randomness_0.2182,202,0.03533010184764862,0.035488005727529526,0.00015790387988090515,0.00015790387988090515
Test,mirror_x,24,randomness_0.6927,11,0.02072478085756302,0.020057780668139458,-0.0006670001894235611,0.0006670001894235611
Test,mirror_x,24,randomness_0.6927,42,0.019152997061610222,0.019501380622386932,0.0003483835607767105,0.0003483835607767105
Test,mirror_x,24,randomness_0.6927,73,0.01978646218776703,0.01889258436858654,-0.0008938778191804886,0.0008938778191804886
Test,mirror_x,24,randomness_0.6927,101,0.019637642428278923,0.01903841271996498,-0.000599229708313942,0.000599229708313942
Test,mirror_x,24,randomness_0.6927,202,0.01963670179247856,0.01938493922352791,-0.0002517625689506531,0.0002517625689506531
Test,mirror_x,25,randomness_0.2963,11,0.03945479169487953,0.03917953744530678,-0.0002752542495727539,0.0002752542495727539
Test,mirror_x,25,randomness_0.2963,42,0.03870806470513344,0.038735974580049515,2.790987491607666e-05,2.790987491607666e-05
Test,mirror_x,25,randomness_0.2963,73,0.03840002417564392,0.03868599236011505,0.00028596818447113037,0.00028596818447113037
Test,mirror_x,25,randomness_0.2963,101,0.038524527102708817,0.03854658454656601,2.2057443857192993e-05,2.2057443857192993e-05
Test,mirror_x,25,randomness_0.2963,202,0.039298102259635925,0.03910602629184723,-0.0001920759677886963,0.0001920759677886963
Test,mirror_x,26,randomness_0.3183,11,0.03216857835650444,0.033016372472047806,0.0008477941155433655,0.0008477941155433655
Test,mirror_x,26,randomness_0.3183,42,0.032547250390052795,0.03248218446969986,-6.506592035293579e-05,6.506592035293579e-05
Test,mirror_x,26,randomness_0.3183,73,0.03285633400082588,0.032904449850320816,4.811584949493408e-05,4.811584949493408e-05
Test,mirror_x,26,randomness_0.3183,101,0.032226916402578354,0.03303354233503342,0.0008066259324550629,0.0008066259324550629
Test,mirror_x,26,randomness_0.3183,202,0.033032357692718506,0.03319372609257698,0.00016136839985847473,0.00016136839985847473
Test,mirror_x,27,randomness_0.8669,11,0.003890683175995946,0.0014665006892755628,-0.002424182486720383,0.002424182486720383
Test,mirror_x,27,randomness_0.8669,42,0.003072032006457448,0.0027189527172595263,-0.00035307928919792175,0.00035307928919792175
Test,mirror_x,27,randomness_0.8669,73,0.003657923312857747,0.0026641145814210176,-0.0009938087314367294,0.0009938087314367294
Test,mirror_x,27,randomness_0.8669,101,0.002982405247166753,0.0018424737500026822,-0.0011399314971640706,0.0011399314971640706
Test,mirror_x,27,randomness_0.8669,202,0.0041148466989398,0.0031365894246846437,-0.0009782572742551565,0.0009782572742551565
Test,mirror_x,28,randomness_0.5596,11,0.022518569603562355,0.024057824164628983,0.0015392545610666275,0.0015392545610666275
Test,mirror_x,28,randomness_0.5596,42,0.02238229103386402,0.022630667313933372,0.0002483762800693512,0.0002483762800693512
Test,mirror_x,28,randomness_0.5596,73,0.021877234801650047,0.022315943613648415,0.0004387088119983673,0.0004387088119983673
Test,mirror_x,28,randomness_0.5596,101,0.020824138075113297,0.022235142067074776,0.0014110039919614792,0.0014110039919614792
Test,mirror_x,28,randomness_0.5596,202,0.02071448415517807,0.02127167582511902,0.0005571916699409485,0.0005571916699409485
Test,mirror_x,29,randomness_0.2653,11,0.03575592488050461,0.03630170598626137,0.0005457811057567596,0.0005457811057567596
Test,mirror_x,29,randomness_0.2653,42,0.034170981496572495,0.03475363180041313,0.0005826503038406372,0.0005826503038406372
Test,mirror_x,29,randomness_0.2653,73,0.03499182313680649,0.035000693053007126,8.869916200637817e-06,8.869916200637817e-06
Test,mirror_x,29,randomness_0.2653,101,0.03564206510782242,0.03583050146698952,0.000188436359167099,0.000188436359167099
Test,mirror_x,29,randomness_0.2653,202,0.03581273555755615,0.03607183322310448,0.0002590976655483246,0.0002590976655483246
Test,mirror_x,30,randomness_0.1361,11,0.03804817050695419,0.03785724937915802,-0.0001909211277961731,0.0001909211277961731
Test,mirror_x,30,randomness_0.1361,42,0.0381254181265831,0.03807458654046059,-5.083158612251282e-05,5.083158612251282e-05
Test,mirror_x,30,randomness_0.1361,73,0.03787863627076149,0.037960126996040344,8.149072527885437e-05,8.149072527885437e-05
Test,mirror_x,30,randomness_0.1361,101,0.037929680198431015,0.03777367249131203,-0.00015600770711898804,0.00015600770711898804
Test,mirror_x,30,randomness_0.1361,202,0.038778793066740036,0.038641948252916336,-0.00013684481382369995,0.00013684481382369995
Test,mirror_x,31,randomness_0.7618,11,0.01580098271369934,0.01506909728050232,-0.0007318854331970215,0.0007318854331970215
Test,mirror_x,31,randomness_0.7618,42,0.014802095480263233,0.014817607589066029,1.551210880279541e-05,1.551210880279541e-05
Test,mirror_x,31,randomness_0.7618,73,0.016860708594322205,0.01629316434264183,-0.0005675442516803741,0.0005675442516803741
Test,mirror_x,31,randomness_0.7618,101,0.01601843163371086,0.01508260890841484,-0.0009358227252960205,0.0009358227252960205
Test,mirror_x,31,randomness_0.7618,202,0.01575634256005287,0.01517010573297739,-0.0005862368270754814,0.0005862368270754814
Test,mirror_x,32,randomness_0.0300,11,0.03916575014591217,0.03916527330875397,-4.76837158203125e-07,4.76837158203125e-07
Test,mirror_x,32,randomness_0.0300,42,0.038839101791381836,0.03898479416966438,0.000145692378282547,0.000145692378282547
Test,mirror_x,32,randomness_0.0300,73,0.03874159976840019,0.03899850323796272,0.0002569034695625305,0.0002569034695625305
Test,mirror_x,32,randomness_0.0300,101,0.03873354569077492,0.03829267993569374,-0.00044086575508117676,0.00044086575508117676
Test,mirror_x,32,randomness_0.0300,202,0.039432626217603683,0.039318863302469254,-0.00011376291513442993,0.00011376291513442993
Test,mirror_x,33,randomness_0.2893,11,0.030344774946570396,0.03116416744887829,0.0008193925023078918,0.0008193925023078918
Test,mirror_x,33,randomness_0.2893,42,0.03014414757490158,0.030197981745004654,5.383417010307312e-05,5.383417010307312e-05
Test,mirror_x,33,randomness_0.2893,73,0.03056381084024906,0.030718805268406868,0.0001549944281578064,0.0001549944281578064
Test,mirror_x,33,randomness_0.2893,101,0.029450127854943275,0.03018243983387947,0.0007323119789361954,0.0007323119789361954
Test,mirror_x,33,randomness_0.2893,202,0.030634906142950058,0.0317247100174427,0.0010898038744926453,0.0010898038744926453
Test,mirror_x,34,randomness_0.6436,11,0.01873798668384552,0.017998866736888885,-0.0007391199469566345,0.0007391199469566345
Test,mirror_x,34,randomness_0.6436,42,0.018547067418694496,0.0185623187571764,1.5251338481903076e-05,1.5251338481903076e-05
Test,mirror_x,34,randomness_0.6436,73,0.01863316260278225,0.01824876107275486,-0.0003844015300273895,0.0003844015300273895
Test,mirror_x,34,randomness_0.6436,101,0.0195733904838562,0.017708268016576767,-0.0018651224672794342,0.0018651224672794342
Test,mirror_x,34,randomness_0.6436,202,0.018515611067414284,0.01860048621892929,8.487515151500702e-05,8.487515151500702e-05
Test,mirror_x,35,randomness_0.6356,11,0.019419297575950623,0.020036207512021065,0.0006169099360704422,0.0006169099360704422
Test,mirror_x,35,randomness_0.6356,42,0.018683327361941338,0.01916368678212166,0.00048035942018032074,0.00048035942018032074
Test,mirror_x,35,randomness_0.6356,73,0.018536627292633057,0.018757950514554977,0.00022132322192192078,0.00022132322192192078
Test,mirror_x,35,randomness_0.6356,101,0.018329733982682228,0.019301272928714752,0.0009715389460325241,0.0009715389460325241
Test,mirror_x,35,randomness_0.6356,202,0.0176395196467638,0.017728108912706375,8.858926594257355e-05,8.858926594257355e-05
Test,mirror_x,36,randomness_0.0551,11,0.03768462315201759,0.03769146651029587,6.843358278274536e-06,6.843358278274536e-06
Test,mirror_x,36,randomness_0.0551,42,0.0381012000143528,0.03819989785552025,9.869784116744995e-05,9.869784116744995e-05
Test,mirror_x,36,randomness_0.0551,73,0.037835102528333664,0.0379120409488678,7.693842053413391e-05,7.693842053413391e-05
Test,mirror_x,36,randomness_0.0551,101,0.037543728947639465,0.03750961273908615,-3.411620855331421e-05,3.411620855331421e-05
Test,mirror_x,36,randomness_0.0551,202,0.03865243121981621,0.03875653073191643,0.00010409951210021973,0.00010409951210021973
Test,mirror_x,37,randomness_0.2152,11,0.03151234611868858,0.03220764547586441,0.000695299357175827,0.000695299357175827
Test,mirror_x,37,randomness_0.2152,42,0.032133426517248154,0.03272104263305664,0.0005876161158084869,0.0005876161158084869
Test,mirror_x,37,randomness_0.2152,73,0.03255864605307579,0.03278330713510513,0.00022466108202934265,0.00022466108202934265
Test,mirror_x,37,randomness_0.2152,101,0.030566394329071045,0.03120601922273636,0.0006396248936653137,0.0006396248936653137
Test,mirror_x,37,randomness_0.2152,202,0.032754626125097275,0.033139608800411224,0.0003849826753139496,0.0003849826753139496
Test,mirror_x,38,randomness_0.8659,11,0.012965605594217777,0.010442057624459267,-0.0025235479697585106,0.0025235479697585106
Test,mirror_x,38,randomness_0.8659,42,0.012479840777814388,0.012458580546081066,-2.1260231733322144e-05,2.1260231733322144e-05
Test,mirror_x,38,randomness_0.8659,73,0.014899433590471745,0.013677452690899372,-0.0012219808995723724,0.0012219808995723724
Test,mirror_x,38,randomness_0.8659,101,0.01471581868827343,0.012975269928574562,-0.0017405487596988678,0.0017405487596988678
Test,mirror_x,38,randomness_0.8659,202,0.013360466808080673,0.011954979039728642,-0.0014054877683520317,0.0014054877683520317
Test,mirror_x,39,randomness_0.6527,11,0.01770375296473503,0.01762566529214382,-7.808767259120941e-05,7.808767259120941e-05
Test,mirror_x,39,randomness_0.6527,42,0.016924547031521797,0.016887309029698372,-3.723800182342529e-05,3.723800182342529e-05
Test,mirror_x,39,randomness_0.6527,73,0.017575044184923172,0.017653293907642365,7.82497227191925e-05,7.82497227191925e-05
Test,mirror_x,39,randomness_0.6527,101,0.017294839024543762,0.016893986612558365,-0.00040085241198539734,0.00040085241198539734
Test,mirror_x,39,randomness_0.6527,202,0.017470117658376694,0.017765440046787262,0.00029532238841056824,0.00029532238841056824
Test,mirror_x,40,randomness_0.3073,11,0.036178626120090485,0.03652387112379074,0.00034524500370025635,0.00034524500370025635
Test,mirror_x,40,randomness_0.3073,42,0.03591012582182884,0.035790082067251205,-0.00012004375457763672,0.00012004375457763672
Test,mirror_x,40,randomness_0.3073,73,0.03618065267801285,0.035903070122003555,-0.0002775825560092926,0.0002775825560092926
Test,mirror_x,40,randomness_0.3073,101,0.03582523763179779,0.036149170249700546,0.00032393261790275574,0.00032393261790275574
Test,mirror_x,40,randomness_0.3073,202,0.03704094514250755,0.03655189648270607,-0.0004890486598014832,0.0004890486598014832
Test,mirror_x,41,randomness_0.2082,11,0.03747836500406265,0.03762684017419815,0.00014847517013549805,0.00014847517013549805
Test,mirror_x,41,randomness_0.2082,42,0.03746737539768219,0.037308383733034134,-0.00015899166464805603,0.00015899166464805603
Test,mirror_x,41,randomness_0.2082,73,0.03749241679906845,0.037275299429893494,-0.00021711736917495728,0.00021711736917495728
Test,mirror_x,41,randomness_0.2082,101,0.03772009164094925,0.03731093928217888,-0.0004091523587703705,0.0004091523587703705
Test,mirror_x,41,randomness_0.2082,202,0.03816499933600426,0.03835158795118332,0.0001865886151790619,0.0001865886151790619
Test,mirror_x,42,randomness_0.9019,11,0.00028937231400050223,0.0012022360460832715,0.0009128637320827693,0.0009128637320827693
Test,mirror_x,42,randomness_0.9019,42,0.0022935897577553988,0.0028437983710318804,0.0005502086132764816,0.0005502086132764816
Test,mirror_x,42,randomness_0.9019,73,0.001869005267508328,0.0030865997541695833,0.0012175944866612554,0.0012175944866612554
Test,mirror_x,42,randomness_0.9019,101,0.0019956633914262056,0.0020526826847344637,5.701929330825806e-05,5.701929330825806e-05
Test,mirror_x,42,randomness_0.9019,202,0.0029330675024539232,0.0035957631189376116,0.0006626956164836884,0.0006626956164836884
Test,mirror_x,43,randomness_0.2102,11,0.037299543619155884,0.03802194446325302,0.0007224008440971375,0.0007224008440971375
Test,mirror_x,43,randomness_0.2102,42,0.037131477147340775,0.03765367716550827,0.0005222000181674957,0.0005222000181674957
Test,mirror_x,43,randomness_0.2102,73,0.036839231848716736,0.03699566051363945,0.00015642866492271423,0.00015642866492271423
Test,mirror_x,43,randomness_0.2102,101,0.03722942993044853,0.03790068253874779,0.0006712526082992554,0.0006712526082992554
Test,mirror_x,43,randomness_0.2102,202,0.03759052976965904,0.03816999867558479,0.0005794689059257507,0.0005794689059257507
Test,mirror_x,44,randomness_0.7137,11,0.016699722036719322,0.015405689366161823,-0.001294032670557499,0.001294032670557499
Test,mirror_x,44,randomness_0.7137,42,0.015244574286043644,0.014977158978581429,-0.0002674153074622154,0.0002674153074622154
Test,mirror_x,44,randomness_0.7137,73,0.016335276886820793,0.0156816765666008,-0.0006536003202199936,0.0006536003202199936
Test,mirror_x,44,randomness_0.7137,101,0.016871707513928413,0.01651173271238804,-0.00035997480154037476,0.00035997480154037476
Test,mirror_x,44,randomness_0.7137,202,0.015971124172210693,0.015861785039305687,-0.00010933913290500641,0.00010933913290500641
Test,mirror_x,45,randomness_0.4084,11,0.03177281469106674,0.031269121915102005,-0.0005036927759647369,0.0005036927759647369
Test,mirror_x,45,randomness_0.4084,42,0.03123701736330986,0.03129962086677551,6.260350346565247e-05,6.260350346565247e-05
Test,mirror_x,45,randomness_0.4084,73,0.030840249732136726,0.030735215172171593,-0.00010503455996513367,0.00010503455996513367
Test,mirror_x,45,randomness_0.4084,101,0.031064435839653015,0.03077329695224762,-0.0002911388874053955,0.0002911388874053955
Test,mirror_x,45,randomness_0.4084,202,0.030868664383888245,0.031471576541662216,0.0006029121577739716,0.0006029121577739716
Test,mirror_x,46,randomness_0.9479,11,0.0022288274485617876,0.005404588766396046,0.003175761317834258,0.003175761317834258
Test,mirror_x,46,randomness_0.9479,42,0.002501716138795018,0.002856531413272023,0.000354815274477005,0.000354815274477005
Test,mirror_x,46,randomness_0.9479,73,0.0038138285744935274,0.005097345449030399,0.001283516874536872,0.001283516874536872
Test,mirror_x,46,randomness_0.9479,101,0.004634262062609196,0.005100450478494167,0.0004661884158849716,0.0004661884158849716
Test,mirror_x,46,randomness_0.9479,202,0.004646223969757557,0.005729568190872669,0.0010833442211151123,0.0010833442211151123
Test,mirror_x,47,randomness_0.3193,11,0.037201736122369766,0.036642543971538544,-0.0005591921508312225,0.0005591921508312225
Test,mirror_x,47,randomness_0.3193,42,0.0370497852563858,0.03715170919895172,0.00010192394256591797,0.00010192394256591797
Test,mirror_x,47,randomness_0.3193,73,0.03658885508775711,0.03716646507382393,0.0005776099860668182,0.0005776099860668182
Test,mirror_x,47,randomness_0.3193,101,0.03587967902421951,0.03601822629570961,0.00013854727149009705,0.00013854727149009705
Test,mirror_x,47,randomness_0.3193,202,0.03727683052420616,0.03672820329666138,-0.0005486272275447845,0.0005486272275447845
Test,mirror_x,48,randomness_0.2813,11,0.037094596773386,0.03795026242733002,0.0008556656539440155,0.0008556656539440155
Test,mirror_x,48,randomness_0.2813,42,0.03771732747554779,0.03801756724715233,0.00030023977160453796,0.00030023977160453796
Test,mirror_x,48,randomness_0.2813,73,0.037662576884031296,0.03764474391937256,-1.7832964658737183e-05,1.7832964658737183e-05
Test,mirror_x,48,randomness_0.2813,101,0.03724612295627594,0.03804522007703781,0.0007990971207618713,0.0007990971207618713
Test,mirror_x,48,randomness_0.2813,202,0.03761018440127373,0.03797855228185654,0.00036836788058280945,0.00036836788058280945
Test,mirror_x,49,randomness_0.9990,11,0.006302443332970142,0.007233322598040104,0.0009308792650699615,0.0009308792650699615
Test,mirror_x,49,randomness_0.9990,42,0.006981258280575275,0.007251410745084286,0.0002701524645090103,0.0002701524645090103
Test,mirror_x,49,randomness_0.9990,73,0.0070963772013783455,0.00739156361669302,0.0002951864153146744,0.0002951864153146744
Test,mirror_x,49,randomness_0.9990,101,0.008208061568439007,0.0072883786633610725,-0.0009196829050779343,0.0009196829050779343
Test,mirror_x,49,randomness_0.9990,202,0.0078114671632647514,0.008074535988271236,0.000263068825006485,0.000263068825006485
Test,mirror_x,50,randomness_0.0861,11,0.039208486676216125,0.037671901285648346,-0.0015365853905677795,0.0015365853905677795
Test,mirror_x,50,randomness_0.0861,42,0.03808927536010742,0.037817563861608505,-0.0002717114984989166,0.0002717114984989166
Test,mirror_x,50,randomness_0.0861,73,0.038073811680078506,0.03775731474161148,-0.00031649693846702576,0.00031649693846702576
Test,mirror_x,50,randomness_0.0861,101,0.038262493908405304,0.03785152733325958,-0.00041096657514572144,0.00041096657514572144
Test,mirror_x,50,randomness_0.0861,202,0.03876865655183792,0.03869294747710228,-7.570907473564148e-05,7.570907473564148e-05
Test,mirror_x,51,randomness_0.9900,11,0.004691208712756634,0.007344021461904049,0.002652812749147415,0.002652812749147415
Test,mirror_x,51,randomness_0.9900,42,0.005580815486609936,0.005655528046190739,7.471255958080292e-05,7.471255958080292e-05
Test,mirror_x,51,randomness_0.9900,73,0.005246561951935291,0.0066507840529084206,0.0014042221009731293,0.0014042221009731293
Test,mirror_x,51,randomness_0.9900,101,0.0044043464586138725,0.005293951369822025,0.0008896049112081528,0.0008896049112081528
Test,mirror_x,51,randomness_0.9900,202,0.004571533761918545,0.00571367796510458,0.0011421442031860352,0.0011421442031860352
Test,mirror_x,52,randomness_0.6787,11,0.012770028784871101,0.013543209061026573,0.0007731802761554718,0.0007731802761554718
Test,mirror_x,52,randomness_0.6787,42,0.012430974282324314,0.013142431154847145,0.000711456872522831,0.000711456872522831
Test,mirror_x,52,randomness_0.6787,73,0.012549416162073612,0.013842393644154072,0.0012929774820804596,0.0012929774820804596
Test,mirror_x,52,randomness_0.6787,101,0.012066938914358616,0.013553428463637829,0.001486489549279213,0.001486489549279213
Test,mirror_x,52,randomness_0.6787,202,0.012497062794864178,0.012765022926032543,0.0002679601311683655,0.0002679601311683655
Test,mirror_x,53,randomness_0.5836,11,0.02221773937344551,0.022856365889310837,0.0006386265158653259,0.0006386265158653259
Test,mirror_x,53,randomness_0.5836,42,0.021537641063332558,0.02152261510491371,-1.502595841884613e-05,1.502595841884613e-05
Test,mirror_x,53,randomness_0.5836,73,0.021594149991869926,0.021099098026752472,-0.0004950519651174545,0.0004950519651174545
Test,mirror_x,53,randomness_0.5836,101,0.021976567804813385,0.020319081842899323,-0.0016574859619140625,0.0016574859619140625
Test,mirror_x,53,randomness_0.5836,202,0.022037547081708908,0.02086794748902321,-0.0011695995926856995,0.0011695995926856995
Test,mirror_x,54,randomness_0.9790,11,0.0018837220268324018,0.0024855092633515596,0.0006017872365191579,0.0006017872365191579
Test,mirror_x,54,randomness_0.9790,42,0.0017389963613823056,0.0017274144338443875,-1.158192753791809e-05,1.158192753791809e-05
Test,mirror_x,54,randomness_0.9790,73,0.002959267469123006,0.0035706397611647844,0.0006113722920417786,0.0006113722920417786
Test,mirror_x,54,randomness_0.9790,101,0.0028991580475121737,0.0044108545407652855,0.0015116964932531118,0.0015116964932531118
Test,mirror_x,54,randomness_0.9790,202,0.002367005916312337,0.0026578132528811693,0.0002908073365688324,0.0002908073365688324
Test,mirror_x,55,randomness_0.7417,11,0.01044039148837328,0.010832848027348518,0.0003924565389752388,0.0003924565389752388
Test,mirror_x,55,randomness_0.7417,42,0.010196936316788197,0.010073276236653328,-0.00012366008013486862,0.00012366008013486862
Test,mirror_x,55,randomness_0.7417,73,0.010714810341596603,0.01044389232993126,-0.00027091801166534424,0.00027091801166534424
Test,mirror_x,55,randomness_0.7417,101,0.01106225699186325,0.010753147304058075,-0.0003091096878051758,0.0003091096878051758
Test,mirror_x,55,randomness_0.7417,202,0.010929333046078682,0.010709056630730629,-0.00022027641534805298,0.00022027641534805298
Test,mirror_x,56,randomness_0.0440,11,0.03464434668421745,0.035071033984422684,0.0004266873002052307,0.0004266873002052307
Test,mirror_x,56,randomness_0.0440,42,0.0349883958697319,0.03468278422951698,-0.00030561164021492004,0.00030561164021492004
Test,mirror_x,56,randomness_0.0440,73,0.034599289298057556,0.03438009321689606,-0.00021919608116149902,0.00021919608116149902
Test,mirror_x,56,randomness_0.0440,101,0.0347803458571434,0.035212695598602295,0.0004323497414588928,0.0004323497414588928
Test,mirror_x,56,randomness_0.0440,202,0.03543275594711304,0.03542317450046539,-9.581446647644043e-06,9.581446647644043e-06
Test,mirror_x,57,randomness_0.0631,11,0.03613751754164696,0.035196445882320404,-0.0009410716593265533,0.0009410716593265533
Test,mirror_x,57,randomness_0.0631,42,0.036100804805755615,0.03589024394750595,-0.0002105608582496643,0.0002105608582496643
Test,mirror_x,57,randomness_0.0631,73,0.03612383082509041,0.03572110831737518,-0.0004027225077152252,0.0004027225077152252
Test,mirror_x,57,randomness_0.0631,101,0.03600423410534859,0.035926926881074905,-7.730722427368164e-05,7.730722427368164e-05
Test,mirror_x,57,randomness_0.0631,202,0.03676935285329819,0.03654961660504341,-0.000219736248254776,0.000219736248254776
Test,mirror_x,58,randomness_0.1101,11,0.03675873577594757,0.036940377205610275,0.00018164142966270447,0.00018164142966270447
Test,mirror_x,58,randomness_0.1101,42,0.03708268702030182,0.03702698275446892,-5.5704265832901e-05,5.5704265832901e-05
Test,mirror_x,58,randomness_0.1101,73,0.036841657012701035,0.03684481233358383,3.155320882797241e-06,3.155320882797241e-06
Test,mirror_x,58,randomness_0.1101,101,0.03608911111950874,0.03601367026567459,-7.544085383415222e-05,7.544085383415222e-05
Test,mirror_x,58,randomness_0.1101,202,0.03716934472322464,0.03763600066304207,0.0004666559398174286,0.0004666559398174286
Test,mirror_x,59,randomness_0.7648,11,0.017481956630945206,0.018155181780457497,0.000673225149512291,0.000673225149512291
Test,mirror_x,59,randomness_0.7648,42,0.015695426613092422,0.015474691987037659,-0.0002207346260547638,0.0002207346260547638
Test,mirror_x,59,randomness_0.7648,73,0.017235353589057922,0.01740773394703865,0.00017238035798072815,0.00017238035798072815
Test,mirror_x,59,randomness_0.7648,101,0.017290081828832626,0.017182176932692528,-0.00010790489614009857,0.00010790489614009857
Test,mirror_x,59,randomness_0.7648,202,0.016052046790719032,0.016155721619725227,0.00010367482900619507,0.00010367482900619507
Test,mirror_x,60,randomness_0.3103,11,0.036936111748218536,0.03773019090294838,0.0007940791547298431,0.0007940791547298431
Test,mirror_x,60,randomness_0.3103,42,0.036131519824266434,0.036130718886852264,-8.009374141693115e-07,8.009374141693115e-07
Test,mirror_x,60,randomness_0.3103,73,0.03598551079630852,0.03620756417512894,0.0002220533788204193,0.0002220533788204193
Test,mirror_x,60,randomness_0.3103,101,0.035803887993097305,0.036194153130054474,0.0003902651369571686,0.0003902651369571686
Test,mirror_x,60,randomness_0.3103,202,0.03635895997285843,0.036679863929748535,0.0003209039568901062,0.0003209039568901062
Test,mirror_x,61,randomness_0.0881,11,0.03813604637980461,0.03807416185736656,-6.188452243804932e-05,6.188452243804932e-05
Test,mirror_x,61,randomness_0.0881,42,0.038178566843271255,0.03801211342215538,-0.00016645342111587524,0.00016645342111587524
Test,mirror_x,61,randomness_0.0881,73,0.03809349611401558,0.037846703082323074,-0.0002467930316925049,0.0002467930316925049
Test,mirror_x,61,randomness_0.0881,101,0.03805750980973244,0.03761310875415802,-0.0004444010555744171,0.0004444010555744171
Test,mirror_x,61,randomness_0.0881,202,0.03894457966089249,0.038790974766016006,-0.0001536048948764801,0.0001536048948764801
Test,mirror_x,62,randomness_0.1391,11,0.03751685470342636,0.03734825178980827,-0.00016860291361808777,0.00016860291361808777
Test,mirror_x,62,randomness_0.1391,42,0.03685641288757324,0.03688756376504898,3.1150877475738525e-05,3.1150877475738525e-05
Test,mirror_x,62,randomness_0.1391,73,0.03694169968366623,0.036589365452528,-0.00035233423113822937,0.00035233423113822937
Test,mirror_x,62,randomness_0.1391,101,0.03698011487722397,0.037499960511922836,0.0005198456346988678,0.0005198456346988678
Test,mirror_x,62,randomness_0.1391,202,0.037636492401361465,0.03769843280315399,6.194040179252625e-05,6.194040179252625e-05
Test,mirror_x,63,randomness_0.6366,11,0.021512696519494057,0.020179564133286476,-0.0013331323862075806,0.0013331323862075806
Test,mirror_x,63,randomness_0.6366,42,0.02091808058321476,0.020704755559563637,-0.00021332502365112305,0.00021332502365112305
Test,mirror_x,63,randomness_0.6366,73,0.020967524498701096,0.021328169852495193,0.0003606453537940979,0.0003606453537940979
Test,mirror_x,63,randomness_0.6366,101,0.020543653517961502,0.020879661664366722,0.00033600814640522003,0.00033600814640522003
Test,mirror_x,63,randomness_0.6366,202,0.021297527477145195,0.021363459527492523,6.593205034732819e-05,6.593205034732819e-05
Test,mirror_x,64,randomness_0.1982,11,0.03598073869943619,0.03502490743994713,-0.0009558312594890594,0.0009558312594890594
Test,mirror_x,64,randomness_0.1982,42,0.035142362117767334,0.03504141420125961,-0.00010094791650772095,0.00010094791650772095
